GEO_ID,Income
04013117000,65234.00
04013117200,43472.00
04013117300,25875.00
04013216806,127800.00
04013216807,106550.00
04013216809,131250.00
04013216810,49432.00
04013216813,112331.00
04013216816,118114.00
04013216818,76707.00
04013216819,94538.00
04013216820,100474.00
04013216821,126250.00
04013216822,107917.00
04013216826,76250.00
04013216829,136445.00
04013216830,60521.00
04013216831,109837.00
04013216832,126591.00
04013216833,75709.00
04013216834,125313.00
04013216835,118750.00
04013216836,140714.00
04013216837,68900.00
04013216838,114250.00
04013216839,139345.00
04013216840,129659.00
04013216841,126250.00
04013216842,129219.00
04013216843,124313.00
04013216844,101523.00
04013216845,59279.00
04013216846,101655.00
04013216847,135121.00
04013216848,137534.00
04013216849,148125.00
04013216850,87986.00
04013216851,162900.00
04013216852,85000.00
04013216853,64439.00
04013216901,127857.00
04013216902,89764.00
04013217001,80114.00
04013217002,72647.00
04013217101,78542.00
04013217102,70150.00
04013217201,90441.00
04013217203,77875.00
04013217204,66379.00
04013217300,131563.00
04013217400,96938.00
04013217501,56979.00
04013217502,84464.00
04013217600,67857.00
04013217700,55000.00
04013217800,72024.00
04013217900,79250.00
04013218000,83417.00
04013218100,83651.00
04013218200,76958.00
04013218300,45865.00
04013318400,61264.00
04013318501,50074.00
04013318700,122500.00
04013318800,56320.00
04013318900,52526.00
04013319101,22396.00
04013319103,35924.00
04013319104,54118.00
04013319201,32228.00
04013319202,71000.00
04013319300,19830.00
04013319401,74049.00
04013319402,75372.00
04013319403,62679.00
04013319404,79583.00
04013319500,69125.00
04013319600,64559.00
04013319703,62926.00
04013319704,78750.00
04013319705,50781.00
04013319706,61637.00
04013319800,52361.00
04013319902,74417.00
04013319903,91649.00
04013319904,85509.00
04013319905,76132.00
04013319906,116500.00
04013319907,133000.00
04013319908,65000.00
04013319909,88929.00
04013319910,102115.00
04013320001,56736.00
04013320007,53244.00
04013320100,53750.00
04013420104,61613.00
04013420105,87639.00
04013420107,113358.00
04013420108,96750.00
04013420109,132826.00
04013420110,104485.00
04013420111,58523.00
04013420112,81354.00
04013420113,33558.00
04013420114,46250.00
04013420115,53224.00
04013420116,47344.00
04013420202,51550.00
04013420206,54922.00
04013420207,116343.00
04013420208,70625.00
04013420209,70156.00
04013420210,53421.00
04013420211,100000.00
04013420212,60469.00
04013420213,65417.00
04013420214,41934.00
04013420215,82361.00
04013420216,71552.00
04013420301,77500.00
04013420302,97734.00
04013420303,85972.00
04013420304,128750.00
04013420401,45577.00
04013420402,97250.00
04013420501,50865.00
04013420503,49583.00
04013420504,64618.00
04013420602,65391.00
04013420603,64318.00
04013420604,65000.00
04013420704,52099.00
04013420705,121563.00
04013420706,107083.00
04013420707,42629.00
04013420708,47105.00
04013420709,55203.00
04013420710,43750.00
04013420800,64750.00
04013420901,48274.00
04013420902,64922.00
04013421001,48092.00
04013421002,60121.00
04013421101,49697.00
04013421102,52917.00
04013421201,68047.00
04013421202,44519.00
04013421302,33533.00
04013421303,31524.00
04013421304,42169.00
04013421400,26597.00
04013421501,31053.00
04013421502,50192.00
04013421601,46563.00
04013421602,30938.00
04013421701,33529.00
04013421702,38354.00
04013421801,69643.00
04013421802,56944.00
04013421901,41000.00
04013421902,39755.00
04013422001,33563.00
04013422002,27050.00
04013422102,25793.00
04013422103,39130.00
04013422104,57022.00
04013422105,62500.00
04013422106,36023.00
04013422107,40893.00
04013422203,45729.00
04013422204,75357.00
04013422205,87000.00
04013422209,69349.00
04013422210,78203.00
04013422211,82614.00
04013422212,83472.00
04013422213,75938.00
04013422215,70650.00
04013422216,73864.00
04013422217,68750.00
04013422218,58000.00
04013422219,68333.00
04013422220,113000.00
04013422221,65233.00
04013422222,87292.00
04013422301,55656.00
04013422302,51799.00
04013422304,48875.00
04013422305,86875.00
04013422307,69583.00
04013422308,87661.00
04013422309,87125.00
04013422401,53565.00
04013422402,75278.00
04013422403,97545.00
04013422404,97344.00
04013422501,54517.00
04013422502,67500.00
04013422503,63047.00
04013422504,78750.00
04013422506,78482.00
04013422507,98750.00
04013422508,51458.00
04013422509,82417.00
04013422510,91333.00
04013422511,83250.00
04013422512,105417.00
04013422513,57402.00
04013422514,58333.00
04013422606,106250.00
04013422607,49345.00
04013422609,53000.00
04013422610,53884.00
04013422615,62935.00
04013422616,44107.00
04013422617,77422.00
04013422618,57804.00
04013422620,80000.00
04013422621,89464.00
04013422622,85924.00
04013422623,69076.00
04013422624,53721.00
04013422625,45735.00
04013422626,53030.00
04013422627,50625.00
04013422628,46629.00
04013422629,64831.00
04013422630,45284.00
04013422631,57095.00
04013422632,53906.00
04013422633,40863.00
04013422634,47188.00
04013422635,63375.00
04013422636,61843.00
04013422637,98194.00
04013422638,51136.00
04013422639,60219.00
04013422640,64063.00
04013422641,56750.00
04013422642,97594.00
04013422643,87692.00
04013422644,69519.00
04013422646,90509.00
04013522800,45221.00
04013522901,57816.00
04013522903,33750.00
04013522904,56719.00
04013523002,44145.00
04013523003,77978.00
04013523005,82262.00
04013523006,60649.00
04013523102,47244.00
04013523103,85123.00
04013523104,53897.00
04013610000,73323.00
04013610100,57083.00
04013610200,102953.00
04013610300,83657.00
04013610400,87222.00
04013610500,79712.00
04013610600,85392.00
04013610700,96618.00
04013610800,110781.00
04013610900,106944.00
04013611000,122708.00
04013611100,117614.00
04013611200,110156.00
04013611300,67222.00
04013611400,97308.00
04013611500,106530.00
04013611600,130060.00
04013611700,113250.00
04013611800,85048.00
04013611900,106250.00
04013612000,148077.00
04013612200,113438.00
04013612300,103269.00
04013612400,111806.00
04013612500,109764.00
04013612600,89861.00
04013612700,93250.00
04013612800,99196.00
04013612900,115357.00
04013613000,124688.00
04013613100,132628.00
04013613200,110694.00
04013613300,109868.00
04013613400,80571.00
04013613500,53125.00
04013613600,89563.00
04013613700,81964.00
04013613800,94167.00
04013613900,90446.00
04013614000,126815.00
04013614100,79531.00
04013614200,111250.00
04013614300,117500.00
04013614400,55882.00
04013614500,88304.00
04013614600,63030.00
04013614700,47719.00
04013614800,66204.00
04013614900,88147.00
04013615000,106875.00
04013615100,126908.00
04013615200,122917.00
04013615300,55962.00
04013615400,49792.00
04013615500,57301.00
04013615600,62929.00
04013615700,87028.00
04013615800,110804.00
04013615900,65000.00
04013616000,96635.00
04013616100,61555.00
04013616200,60391.00
04013616300,91806.00
04013616400,64136.00
04013616500,57500.00
04013616600,60729.00
04013616700,64036.00
04013616800,70337.00
04013616900,63576.00
04013617000,66250.00
04013617100,82604.00
04013617200,90682.00
04013617300,70341.00
04013617400,60059.00
04013617500,52930.00
04013617600,56745.00
04013617700,64609.00
04013617800,95556.00
04013617900,73821.00
04013618000,90357.00
04013618100,78704.00
04013618200,64500.00
04013618300,74083.00
04013618400,63977.00
04013618500,51250.00
04013618600,65000.00
04013618700,58438.00
04013618800,37202.00
04013618900,53417.00
04013619000,62500.00
04013619100,35438.00
04013619200,40987.00
04013619300,56636.00
04013619400,51389.00
04013619500,49231.00
04013619600,57778.00
04013619700,63320.00
04013619800,73833.00
04013619900,104808.00
04013723304,63906.00
04013723305,51250.00
04013723307,86339.00
04013723308,78914.00
04013810000,108321.00
04013810100,123571.00
04013810200,112083.00
04013810300,89828.00
04013810400,86250.00
04013810500,120214.00
04013810600,85500.00
04013810700,77739.00
04013810800,86750.00
04013810900,87000.00
04013811000,117768.00
04013811100,71488.00
04013811200,67868.00
04013811300,85625.00
04013811400,86397.00
04013811500,108500.00
04013811600,85179.00
04013811700,70054.00
04013811800,118750.00
04013811900,94583.00
04013812000,70435.00
04013812100,74318.00
04013812200,116667.00
04013812300,98906.00
04013812400,106389.00
04013812500,111953.00
04013812600,100250.00
04013812700,113438.00
04013812800,103750.00
04013812900,112143.00
04013813000,81845.00
04013813100,116852.00
04013813200,130152.00
04013813300,131382.00
04013813400,70375.00
04013813500,120855.00
04013813600,140000.00
04013813700,72545.00
04013813800,55694.00
04013813900,91806.00
04013814000,54606.00
04013814100,88438.00
04013814200,117750.00
04013814300,103289.00
04013814400,86797.00
04013814500,73676.00
04013814600,52083.00
04013814700,72500.00
04013814800,80469.00
04013814900,95469.00
04013815000,100250.00
04013815100,92946.00
04013815200,81914.00
04013815300,134028.00
04013815400,101982.00
04013815500,71630.00
04013815600,86806.00
04013815700,94918.00
04013815800,82850.00
04013815900,87994.00
04013816000,91313.00
04013816100,115250.00
04013816200,85313.00
04013816300,76125.00
04013816400,88550.00
04013816500,79167.00
04013816600,88750.00
04013816700,102250.00
04013816800,78696.00
04013816900,102045.00
04013817000,95147.00
04013817100,55100.00
04013817200,92619.00
04013817300,77258.00
04013817400,57880.00
04013817500,64364.00
04013817600,74205.00
04013941000,34911.00
04013941200,49688.00
04013941300,40701.00
04013980600,118864.00
